section	year	date	type	content	venue	title	file	source_url
by	2005	2005-11-22	blog-post	full-text	anildash.com	FTP-RPC	2005--ftprpc.md	https://anildash.com/2005/11/22/ftprpc/
by	2005	2005-11-21	blog-post	full-text	anildash.com	Web 2.0 Checklist	2005--web-20-checklist.md	https://anildash.com/2005/11/21/web-20-checklist/
by	2005	2005-11-16	blog-post	full-text	anildash.com	Top Ten Words in "Trapped in the Closet"	2005--top-ten-words-in-trapped-in-the-closet.md	https://anildash.com/2005/11/16/top-ten-words-in-trapped-in-the-closet/
by	2005	2005-11-16	blog-post	full-text	anildash.com	Support the EFF	2005--support-the-eff.md	https://anildash.com/2005/11/16/support-the-eff/
by	2005	2005-11-14	blog-post	full-text	anildash.com	Expanding Radio's Playlist	2005--expanding-radios-playlist.md	https://anildash.com/2005/11/14/expanding-radios-playlist/
by	2005	2005-11-14	blog-post	full-text	anildash.com	Everyone Must Have Tags!	2005--everyone-must-have-tags.md	https://anildash.com/2005/11/13/everyone-must-have-tags/
by	2005	2005-11-08	blog-post	full-text	anildash.com	Real Live Jesus Juice!	2005--real-live-jesus-juice.md	https://anildash.com/2005/11/08/real-live-jesus-juice/
by	2005	2005-11-07	blog-post	full-text	anildash.com	Think about the children!	2005--think-about-the-children.md	https://anildash.com/2005/11/07/think-about-the-children/
by	2005	2005-11-01	blog-post	full-text	anildash.com	I don't understand	2005--i-dont-understand.md	https://anildash.com/2005/11/01/i-dont-understand/
by	2005	2005-10-31	blog-post	full-text	anildash.com	We Got Married.	2005--we-got-married.md	https://anildash.com/2005/10/31/we-got-married/
by	2005	2005-10-28	blog-post	full-text	anildash.com	More on Interesting Economics	2005--more-on-interesting-economics.md	https://anildash.com/2005/10/28/more-on-interesting-economics/
by	2005	2005-10-25	blog-post	full-text	anildash.com	The Interesting Economy	2005--the-interesting-economy.md	https://anildash.com/2005/10/25/the-interesting-economy/
by	2005	2005-10-25	blog-post	full-text	anildash.com	Lewis Taylor finally shows up	2005--lewis-taylor-finally-shows-up.md	https://anildash.com/2005/10/25/lewis-taylor-finally-shows-up/
by	2005	2005-10-18	blog-post	full-text	anildash.com	The Flip 2K5	2005--the-flip-2k5.md	https://anildash.com/2005/10/17/the-flip-2k5/
by	2005	2005-10-18	blog-post	full-text	anildash.com	Blog Songs Playlist	2005--blog-songs-playlist.md	https://anildash.com/2005/10/17/blog-songs-playlist/
by	2005	2005-10-14	blog-post	full-text	anildash.com	What it's like at Web 2.0	2005--what-its-like-at-web-20.md	https://anildash.com/2005/10/13/what-its-like-at-web-20/
by	2005	2005-10-04	blog-post	full-text	anildash.com	Two Malcolms from Two Magazines	2005--two-malcoms-from-two-magazines.md	https://anildash.com/2005/10/04/two-malcoms-from-two-magazines/
by	2005	2005-10-04	blog-post	full-text	anildash.com	Making some tweaks	2005--making-some-tweaks.md	https://anildash.com/2005/10/04/making-some-tweaks/
by	2005	2005-10-03	blog-post	full-text	anildash.com	GoogleBombs, Three Years Later	2005--googlebombs-three-years-later.md	https://anildash.com/2005/10/03/googlebombs-three-years-later/
by	2005	2005-09-28	blog-post	full-text	anildash.com	Judd Apatow's Diary	2005--judd-apatows-diary.md	https://anildash.com/2005/09/28/judd-apatows-diary/
by	2005	2005-09-28	blog-post	full-text	anildash.com	I'm Huge in Japan	2005--im-huge-in-japan.md	https://anildash.com/2005/09/28/im-huge-in-japan/
by	2005	2005-09-15	blog-post	full-text	anildash.com	Well, don't *not* be not evil....	2005--well-dont-not-be-not-evil.md	https://anildash.com/2005/09/15/well-dont-not-be-not-evil/
by	2005	2005-09-14	blog-post	full-text	anildash.com	What Not To Blog	2005--what-not-to-blog.md	https://anildash.com/2005/09/14/what-not-to-blog/
by	2005	2005-09-14	blog-post	full-text	anildash.com	S.S.T. on iTMS	2005--sst-on-itms.md	https://anildash.com/2005/09/13/sst-on-itms/
by	2005	2005-09-11	blog-post	full-text	anildash.com	Four Years	2005--four-years.md	https://anildash.com/2005/09/11/four-years/
by	2005	2005-09-09	blog-post	full-text	anildash.com	Uncanny Prescience	2005--uncanny-prescience.md	https://anildash.com/2005/09/09/uncanny-prescience/
by	2005	2005-09-09	blog-post	full-text	anildash.com	Making a Difference	2005--making-a-difference.md	https://anildash.com/2005/09/09/making-a-difference/
by	2005	2005-09-07	blog-post	full-text	anildash.com	Web Development Trends for 2006	2005--web-development-trends-for-200.md	https://anildash.com/2005/09/06/web-development-trends-for-200/
by	2005	2005-09-07	blog-post	full-text	anildash.com	Straw Man	2005--straw-man.md	https://anildash.com/2005/09/07/straw-man/
by	2005	2005-09-02	blog-post	full-text	anildash.com	Interview with Ray Nagin	2005--interview-with-ray-nagin.md	https://anildash.com/2005/09/02/interview-with-ray-nagin/
by	2005	2005-09-01	blog-post	full-text	anildash.com	Oldie But Goodie	2005--oldie-but-goodie.md	https://anildash.com/2005/09/01/oldie-but-goodie/
by	2005	2005-08-31	blog-post	full-text	anildash.com	NEWCITYCHICAGO.COM: Street Smart Chicago	2005--newcitychicagocom-street-smart-chicago.md	https://anildash.com/2005/08/30/newcitychicagocom-street-smart-chicago/
by	2005	2005-08-25	blog-post	full-text	anildash.com	Movable Type 3.2 is out!	2005--movable-type-32-is-out.md	https://anildash.com/2005/08/25/movable-type-32-is-out/
by	2005	2005-08-23	blog-post	full-text	anildash.com	Gimme GIM!	2005--gimme-gim.md	https://anildash.com/2005/08/23/gimme-gim/
by	2005	2005-08-22	blog-post	full-text	anildash.com	Putting the "G" in Fugly	2005--putting-the-g-in-fugly.md	https://anildash.com/2005/08/22/putting-the-g-in-fugly/
by	2005	2005-08-17	blog-post	full-text	anildash.com	Why Is My Blog So Ugly?	2005--why-is-my-blog-so-ugly.md	https://anildash.com/2005/08/17/why-is-my-blog-so-ugly/
by	2005	2005-08-17	blog-post	full-text	anildash.com	The Best Subway Stops in the World	2005--the-best-subway-stops-in-the-w.md	https://anildash.com/2005/08/17/the-best-subway-stops-in-the-w/
by	2005	2005-08-12	blog-post	full-text	anildash.com	Six Years of Blogging	2005--anniversaries-1.md	https://anildash.com/2005/08/12/anniversaries-1/
by	2005	2005-08-11	blog-post	full-text	anildash.com	Blogging Through History	2005--blogging-through-history.md	https://anildash.com/2005/08/11/blogging-through-history/
by	2005	2005-08-10	blog-post	full-text	anildash.com	What Time Is It?	2005--what-time-is-it.md	https://anildash.com/2005/08/10/what-time-is-it/
by	2005	2005-08-08	blog-post	full-text	anildash.com	Visiting IntentBlog	2005--visiting-intentblog.md	https://anildash.com/2005/08/08/visiting-intentblog/
by	2005	2005-08-08	blog-post	full-text	anildash.com	Scott Stapp gets Punk'd	2005--scott-stapp-gets-punkd.md	https://anildash.com/2005/08/08/scott-stapp-gets-punkd/
by	2005	2005-08-08	blog-post	full-text	anildash.com	Ignoring the Hype	2005--ignoring-the-hype.md	https://anildash.com/2005/08/08/ignoring-the-hype/
by	2005	2005-08-07	blog-post	full-text	anildash.com	U3 for Me, Too	2005--u3-for-me-too.md	https://anildash.com/2005/08/06/u3-for-me-too/
by	2005	2005-08-07	blog-post	full-text	anildash.com	Digging Up David	2005--digging-up-david.md	https://anildash.com/2005/08/06/digging-up-david/
by	2005	2005-08-05	blog-post	full-text	anildash.com	A Big Truck With Wings	2005--a-big-truck-with-wings.md	https://anildash.com/2005/08/05/a-big-truck-with-wings/
by	2005	2005-08-03	blog-post	full-text	anildash.com	Seeing the Light	2005--seeing-the-light.md	https://anildash.com/2005/08/03/seeing-the-light/
by	2005	2005-08-01	blog-post	full-text	anildash.com	First of the Month	2005--first-of-the-mo.md	https://anildash.com/2005/08/01/first-of-the-mo/
by	2005	2005-07-27	blog-post	full-text	anildash.com	How Do We Judge Our Tools?	2005--how-do-we-judge.md	https://anildash.com/2005/07/27/how-do-we-judge/
by	2005	2005-07-20	blog-post	full-text	anildash.com	AIM Fight	2005--aim-fight.md	https://anildash.com/2005/07/20/aim-fight/
by	2005	2005-07-19	blog-post	full-text	anildash.com	Find Me A Home	2005--find-me-a-home.md	https://anildash.com/2005/07/18/find-me-a-home/
by	2005	2005-07-19	blog-post	full-text	anildash.com	Every Day is the Seventh	2005--every-day-is-th.md	https://anildash.com/2005/07/19/every-day-is-th/
by	2005	2005-07-18	blog-post	full-text	anildash.com	Greasemonkey Insecurities	2005--greasemonkey-in.md	https://anildash.com/2005/07/18/greasemonkey-in/
by	2005	2005-07-15	blog-post	full-text	anildash.com	The Other Wikipedia	2005--the-other-wikip.md	https://anildash.com/2005/07/15/the-other-wikip/
by	2005	2005-07-13	blog-post	full-text	anildash.com	You just seem like a nice person.	2005--you-just-seem-like-a-nice-person.md	https://anildash.com/2005/07/13/you-just-seem-like-a-nice-person/
by	2005	2005-07-11	blog-post	full-text	anildash.com	Beck Hates Our Freedoms	2005--beck-hates-our-freedoms.md	https://anildash.com/2005/07/11/beck-hates-our-freedoms/
by	2005	2005-07-09	blog-post	full-text	anildash.com	The Last Orator	2005--the-last-orator.md	https://anildash.com/2005/07/09/the-last-orator/
by	2005	2005-07-08	blog-post	full-text	anildash.com	What can I get for zero dollars?	2005--what-can-i-get-for-zero-dollars.md	https://anildash.com/2005/07/07/what-can-i-get-for-zero-dollars/
by	2005	2005-07-07	blog-post	full-text	anildash.com	London Heartbreak	2005--london-heartbre.md	https://anildash.com/2005/07/07/london-heartbre/
by	2005	2005-07-06	blog-post	full-text	anildash.com	Don't Be a Bad Pitcher!	2005--dont-be-a-bad-p.md	https://anildash.com/2005/07/05/dont-be-a-bad-p/
by	2005	2005-07-05	blog-post	full-text	anildash.com	Happy Belated Monday	2005--happy-belated-m.md	https://anildash.com/2005/07/05/happy-belated-m/
by	2005	2005-06-30	blog-post	full-text	anildash.com	Rogers Cadenhead is Trying to Destroy BitTorrent	2005--rogers-cadenhea.md	https://anildash.com/2005/06/30/rogers-cadenhea/
by	2005	2005-06-29	blog-post	full-text	anildash.com	The Misunderestimation of Lauryn Hill	2005--the-misunderestimation-of-lauryn-hill.md	https://anildash.com/2005/06/29/the-misunderestimation-of-lauryn-hill/
by	2005	2005-06-23	blog-post	full-text	anildash.com	MTV for Americans, and Niharika Desai	2005--mtv-for-america.md	https://anildash.com/2005/06/23/mtv-for-america/
by	2005	2005-06-22	blog-post	full-text	anildash.com	MJ is OK!	2005--mj-is-ok.md	https://anildash.com/2005/06/22/mj-is-ok/
by	2005	2005-06-22	blog-post	full-text	anildash.com	MIT Weblog Survey	2005--mit-weblog-surv.md	https://anildash.com/2005/06/21/mit-weblog-surv/
by	2005	2005-06-22	blog-post	full-text	anildash.com	Clarivoyant Lazyweb	2005--clarivoyant-laz.md	https://anildash.com/2005/06/22/clarivoyant-laz/
by	2005	2005-06-21	blog-post	full-text	anildash.com	Craig Kills Newspapers	2005--craig-kills-new.md	https://anildash.com/2005/06/21/craig-kills-new/
by	2005	2005-06-15	blog-post	full-text	anildash.com	Torrez Takes a Leap	2005--torrez-takes-a.md	https://anildash.com/2005/06/15/torrez-takes-a/
by	2005	2005-06-14	blog-post	full-text	anildash.com	My Greatest Milestone	2005--my-greatest-mil.md	https://anildash.com/2005/06/14/my-greatest-mil/
by	2005	2005-06-10	blog-post	full-text	anildash.com	Economics, Pricing, and Monkey Whores	2005--economics-prici.md	https://anildash.com/2005/06/09/economics-prici/
by	2005	2005-06-07	blog-post	full-text	anildash.com	So, You'd Like To Map Your Site	2005--so-youd-like-to.md	https://anildash.com/2005/06/07/so-youd-like-to/
by	2005	2005-06-06	blog-post	full-text	anildash.com	Media Pranks Start When You're Young	2005--media-pranks-st.md	https://anildash.com/2005/06/06/media-pranks-st/
by	2005	2005-06-06	blog-post	full-text	anildash.com	Dear Wired News/News.com	2005--dear-wired-news.md	https://anildash.com/2005/06/06/dear-wired-news/
by	2005	2005-06-03	blog-post	full-text	anildash.com	Social Hacking	2005--social-hacking.md	https://anildash.com/2005/06/03/social-hacking/
by	2005	2005-06-02	blog-post	full-text	anildash.com	Defining One's Identity Online	2005--defining-ones-i.md	https://anildash.com/2005/06/02/defining-ones-i/
by	2005	2005-06-02	blog-post	full-text	anildash.com	Celine Dion *knows* she's bad	2005--celine-dion-knows-shes-bad.md	https://anildash.com/2005/06/02/celine-dion-knows-shes-bad/
by	2005	2005-06-01	blog-post	full-text	anildash.com	Anniversaries	2005--anniversaries.md	https://anildash.com/2005/06/01/anniversaries/
by	2005	2005-05-31	blog-post	full-text	anildash.com	Picking A Winner	2005--picking-a-winne.md	https://anildash.com/2005/05/31/picking-a-winne/
by	2005	2005-05-31	blog-post	full-text	anildash.com	Maddening Details	2005--maddening-detai.md	https://anildash.com/2005/05/31/maddening-detai/
by	2005	2005-05-31	blog-post	full-text	anildash.com	Helping Save the Internet	2005--helping-save-th.md	https://anildash.com/2005/05/30/helping-save-th/
by	2005	2005-05-24	blog-post	full-text	anildash.com	Experimenting With AdSense	2005--experimenting-w.md	https://anildash.com/2005/05/24/experimenting-w/
by	2005	2005-05-24	blog-post	full-text	anildash.com	Behold, Intellectual Dishonesty!	2005--behold-intellec.md	https://anildash.com/2005/05/24/behold-intellec/
by	2005	2005-05-22	blog-post	full-text	anildash.com	Consistently Corny	2005--consistently-corny.md	https://anildash.com/2005/05/21/consistently-corny/
by	2005	2005-05-20	blog-post	full-text	anildash.com	The Ftrain on TimesSelect	2005--the-ftrain-on-t.md	https://anildash.com/2005/05/20/the-ftrain-on-t/
by	2005	2005-05-18	blog-post	full-text	anildash.com	Chaotic!	2005--chaotic.md	https://anildash.com/2005/05/18/chaotic/
by	2005	2005-05-18	blog-post	full-text	anildash.com	Battelle on TimesSelect	2005--battelle-on-tim.md	https://anildash.com/2005/05/18/battelle-on-tim/
by	2005	2005-05-17	blog-post	full-text	anildash.com	Spare Some Change for the Times?	2005--spare-some-chan.md	https://anildash.com/2005/05/17/spare-some-chan/
by	2005	2005-05-16	blog-post	full-text	anildash.com	Robots Raised My Kids	2005--robots-raised-m.md	https://anildash.com/2005/05/16/robots-raised-m/
by	2005	2005-05-16	blog-post	full-text	anildash.com	Nice Guys Finish First	2005--nice-guys-finis.md	https://anildash.com/2005/05/16/nice-guys-finis/
by	2005	2005-05-15	blog-post	full-text	anildash.com	Chapelle's looking for the ladder	2005--chapelles-looking-for-the-ladder.md	https://anildash.com/2005/05/15/chapelles-looking-for-the-ladder/
by	2005	2005-05-12	blog-post	full-text	anildash.com	Pay By The Hour	2005--pay-by-the-hour.md	https://anildash.com/2005/05/12/pay-by-the-hour/
by	2005	2005-05-10	blog-post	full-text	anildash.com	I'm Taking You With Me	2005--im-taking-you-w.md	https://anildash.com/2005/05/10/im-taking-you-w/
by	2005	2005-05-10	blog-post	full-text	anildash.com	Dive Into Remixing	2005--dive-into-remix.md	https://anildash.com/2005/05/10/dive-into-remix/
by	2005	2005-05-09	blog-post	full-text	anildash.com	Nomenclature suggestion	2005--nomenclature-su.md	https://anildash.com/2005/05/09/nomenclature-su/
by	2005	2005-05-07	blog-post	full-text	anildash.com	Tiny Mix Tapes on Nine Inch Nails	2005--tiny-mix-tapes-on-nine-inch-nails.md	https://anildash.com/2005/05/07/tiny-mix-tapes-on-nine-inch-nails/
by	2005	2005-05-05	blog-post	full-text	anildash.com	Out like a Christmas light	2005--out-like-a-christmas-light.md	https://anildash.com/2005/05/05/out-like-a-christmas-light/
by	2005	2005-05-04	blog-post	full-text	anildash.com	You My Midga	2005--you-my-midga.md	https://anildash.com/2005/05/04/you-my-midga/
by	2005	2005-05-04	blog-post	full-text	anildash.com	controversy ad	2005--controversy-ad.md	https://anildash.com/2005/05/03/controversy-ad/
by	2005	2005-05-03	blog-post	full-text	anildash.com	Our Own Sheila E.	2005--our-own-sheila-e.md	https://anildash.com/2005/05/02/our-own-sheila-e/
by	2005	2005-04-29	blog-post	full-text	anildash.com	You can only skip the formalities if you've already been introduced.	2005--you-can-only-sk.md	https://anildash.com/2005/04/29/you-can-only-sk/
by	2005	2005-04-25	blog-post	full-text	anildash.com	Sippey on SBJ's article	2005--sippey-on-sbjs.md	https://anildash.com/2005/04/25/sippey-on-sbjs/
by	2005	2005-04-25	blog-post	full-text	anildash.com	Interview with George	2005--interview-with.md	https://anildash.com/2005/04/25/interview-with/
by	2005	2005-04-25	blog-post	full-text	anildash.com	Companies Making Laws	2005--companies-makin.md	https://anildash.com/2005/04/25/companies-makin/
by	2005	2005-04-24	blog-post	full-text	anildash.com	Sparklines (Almost) in the Times, and Complexity Is Good For You	2005--sparklines-almo.md	https://anildash.com/2005/04/24/sparklines-almo/
by	2005	2005-04-21	blog-post	full-text	anildash.com	Food, Glorious Food	2005--food-glorious-f.md	https://anildash.com/2005/04/21/food-glorious-f/
by	2005	2005-04-21	blog-post	full-text	anildash.com	Being an Expert	2005--being-an-expert.md	https://anildash.com/2005/04/20/being-an-expert/
by	2005	2005-04-19	blog-post	full-text	anildash.com	Depressing	2005--depressing.md	https://anildash.com/2005/04/18/depressing/
by	2005	2005-04-13	blog-post	full-text	anildash.com	Defining Web 2.0	2005--defining-web-20.md	https://anildash.com/2005/04/13/defining-web-20/
by	2005	2005-04-06	blog-post	full-text	anildash.com	Equivalence	2005--equivalence.md	https://anildash.com/2005/04/06/equivalence/
by	2005	2005-04-05	blog-post	full-text	anildash.com	Inequality	2005--inequality.md	https://anildash.com/2005/04/05/inequality/
by	2005	2005-04-04	blog-post	full-text	anildash.com	DANTRIFICATION	2005--dantrification.md	https://anildash.com/2005/04/04/dantrification/
by	2005	2005-03-31	blog-post	full-text	anildash.com	The Man Who Saved The World	2005--the-man-who-sav.md	https://anildash.com/2005/03/30/the-man-who-sav/
