openalex_id	year	title	venue	doi	cited_by	vincent_raw_name	verdict
W2219009966	1996	THE FALL OF HUBERT DE BURGH	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.009	0	Nicholas Vincent	pre-2005, out of scope
W2885865784	1996	Winchester Cathedral. Nine hundred years 1093–1993. Edited by John Crook. Pp. x + 265 incl. numerous ills. Chichester: Phillimore (for the Dean and Chapter of Winchester Cathedral), 1993. £40. 0 85033 852 2	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046900080179	0	Nicholas Vincent	pre-2005, out of scope
W2886843439	1996	Les Statuts synodaux français du XIIIe siècle, IV: Les Statuts synodaux de l’ancienne province de Reims (Cambrai, Arras, Noyon, Soissons el Tournai). Edited by Joseph Avril. (Collection de documents inédits sur l’histoire de France. Section d’histoire médiévale et de philologie. 8th Ser., 23.) Pp. xix + 396 incl. tables + map. Paris: Comité des Travaux historiques et scientifiques, 1995. 2 7355 0295 3	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046900080386	0	Nicholas Vincent	pre-2005, out of scope
W386758555	1996	THE JUSTICIARSHIP	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.004	0	Nicholas Vincent	pre-2005, out of scope
W4300025551	1996	Peter des Roches	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316	109	Nicholas Vincent	pre-2005, out of scope
W428902888	1996	Acta of Henry II and Richard I	List and Index Society eBooks		1	Nicholas Vincent	pre-2005, out of scope
W1595982830	1996	THE KING'S GUARDIAN 1216–1219	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.006	0	Nicholas Vincent	pre-2005, out of scope
W1749371509	1996	Acta of Henry II and Richard I: A Supplementary Handlist	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	pre-2005, out of scope
W1756983854	1996	AN ALIEN ABROAD	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.002	0	Nicholas Vincent	pre-2005, out of scope
W1949267945	1996	MAGNA CARTA AND CIVIL WAR	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.005	0	Nicholas Vincent	pre-2005, out of scope
W2483713523	1996	DECLINE AND DISGRACE 1219–1227	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.007	0	Nicholas Vincent	pre-2005, out of scope
W2499796536	1996	THE REIGN OF KING JOHN	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.003	0	Nicholas Vincent	pre-2005, out of scope
W953237563	1996	DES ROCHES AND THE CRUSADE 1227–1231	Cambridge University Press eBooks	https://doi.org/10.1017/cbo9780511560316.008	0	Nicholas Vincent	pre-2005, out of scope
W994835144	1996	Cambridge Studies in Medieval Life and Thought Fourth series		https://doi.org/10.1017/cbo9780511560316.017	0	Nicholas Vincent	pre-2005, out of scope
W2148593561	1995	The Election of Pandulph Verracclo as Bishop of Norwich (1215)	Historical Research	https://doi.org/10.1111/j.1468-2281.1995.tb01997.x	2	Nicholas Vincent	pre-2005, out of scope
W2522038520	1995	Master Alexander of Stainsby, Bishop of Coventry and Lichfield, 1224–1238	The Journal of Ecclesiastical History	https://doi.org/10.1017/s0022046900080465	2	Nicholas Vincent	pre-2005, out of scope
W4247135913	1995	SHORTER NOTICES	The English Historical Review	https://doi.org/10.1093/ehr/cx.438.977-a	0	NICHOLAS VINCENT	pre-2005, out of scope
W2282124500	1995	Simon of Atherfield (d. 1211). A Martyr to his Wife	Analecta Bollandiana	https://doi.org/10.1484/j.abol.4.02230	0	Nicholas Vincent	pre-2005, out of scope
W2605809619	1994	THE ORIGINS OF THE WINCHESTER PIPE ROLLS	Archives The Journal of the British Records Association	https://doi.org/10.3828/archives.1994.3	40	NICHOLAS VINCENT	pre-2005, out of scope
W1942005724	1994	English Episcopal Acta IX: Winchester 1205-1238	UEA Digital Repository (University of East Anglia)		3	Nicholas Vincent	pre-2005, out of scope
W2057561961	1994	English Law in the Age of the Black Death 1348–1381: A Transformation of Governance and Law. By Robert C. Palmer, [Chapel Hill and London: The University of North Carolina Press. 1993. xiv, 306, (Appendices) 114 and (Index) 32pp. Hardback. $54.95 net. ISBN 0–8078–2099–7.]	The Cambridge Law Journal	https://doi.org/10.1017/s0008197300080983	0	Nicholas Vincent	pre-2005, out of scope
W4250962072	1994	Shorter Notices	The English Historical Review	https://doi.org/10.1093/ehr/cix.434.1251	0	NICHOLAS VINCENT	pre-2005, out of scope
W2067500125	1993	A Roll of Knights Summoned to Campaign in 1213	Historical Research	https://doi.org/10.1111/j.1468-2281.1993.tb01800.x	2	NICHOLAS VINCENT	pre-2005, out of scope
W2530982556	1993	The early years of Keynsham Abbey	UEA Digital Repository (University of East Anglia)		1	Nicholas Vincent	pre-2005, out of scope
W1999595042	1993	The Origins of the Chancellorship of the Exchequer	The English Historical Review	https://doi.org/10.1093/ehr/cviii.426.105	2	Nicholas C. Vincent	pre-2005, out of scope
W2231617693	1992	HUGH DE NEVILLE AND HIS PRISONERS	Archives The Journal of the British Records Association	https://doi.org/10.3828/archives.1992.16	2	NICHOLAS VINCENT	pre-2005, out of scope
W2330862273	1992	Jews, Poitevins, and the Bishop of Winchester, 1231-1234	Studies in Church History	https://doi.org/10.1017/s0424208400011256	2	Nicholas C. Vincent	pre-2005, out of scope
W3153996884	1991	The Shah and I: The Confidential Diary of Iran’s Royal Court, 1969-1977, by Asadollah Alam	UEA Digital Repository (University of East Anglia)		0	Nicholas Vincent	pre-2005, out of scope
