date	post_id	title	url
2026-07-31	1505057	We once praised the American Diabetes Association’s courage. How things have changed	https://www.statnews.com/2026/07/31/american-diabetes-association-ada-police-apology-independence/
2022-12-02	893351	Image manipulation in science is suddenly in the news. But these cases are hardly rare	https://www.statnews.com/2022/12/02/image-manipulation-in-science-is-suddenly-in-the-news-but-these-cases-are-hardly-rare/
2020-02-03	486109	Quick retraction of a faulty coronavirus paper was a good moment for science	https://www.statnews.com/2020/02/03/retraction-faulty-coronavirus-paper-good-moment-for-science/
2019-09-16	456646	Lasker Award recipient had retracted some of his work — a sign of strength, not sloppiness	https://www.statnews.com/2019/09/16/lasker-award-recipient-has-posted-retractions-a-sign-of-strength/
2018-11-21	382386	To catch misconduct, journals are hiring research integrity czars	https://www.statnews.com/2018/11/21/research-misconduct-journals-hiring-research-integrity-czars/
2018-10-16	374443	UCSF settles sexual harassment suit involving star researcher	https://www.statnews.com/2018/10/16/stanton-glantz-ucsf-sexual-harrassment/
2018-10-14	374123	Harvard and the Brigham call for more than 30 retractions of cardiac stem cell research	https://www.statnews.com/2018/10/14/harvard-brigham-retractions-stem-cell/
2018-10-03	371524	At NEJM, a change at the top offers a chance to reshape the world’s oldest medical journal	https://www.statnews.com/2018/10/03/jeffrey-drazen-nejm-whats-next/
2018-09-28	370719	Cochrane ousted researcher over improper use of letterhead, board co-chair says	https://www.statnews.com/2018/09/28/cochrane-ousted-researcher-over-letterhead-use/
2018-09-16	367581	Turmoil erupts over expulsion of member from leading evidence-based medicine group	https://www.statnews.com/2018/09/16/expulsion-cochrane-peter-gotzsche-medicine/
2018-09-14	367435	NEJM doubles down on refusal to retract article Dartmouth says is plagiarized	https://www.statnews.com/2018/09/14/nejm-refuse-retract-gilbert-welch-dartmouth/
2018-09-14	367141	Why do medical journals keep taking authors at their word?	https://www.statnews.com/2018/09/14/jose-baselga-doctors-industry-conflict/
2018-08-24	362286	Dartmouth misconduct case highlights the mistreatment of junior scientists	https://www.statnews.com/2018/08/24/dartmouth-misconduct-case-highlights-mistreatment-of-junior-scientists/
2018-07-27	355186	Artificial hip maker demands retraction of a paper calling its research ‘grave fraudulence’	https://www.statnews.com/2018/07/27/artificial-hip-maker-demands-retraction/
